"","Address","Property Type","District","Asking","Size","Tenancy Status","Date Listed","Facility","Train","Buses","Schools","Shopping.Mall","Markets","PSF","Property Name","Tenure","Model","No. of Units","Tenanted Amount","Built Year","Developer","Floor Level","Condition","Owner Type","Restroom","TOP"
"142","Pandan Gardens","HDB Shop House","Boon Lay / Jurong / Tuas","
								$1,200,000 (Negotiable)
								","
							650 sqft (Built-up)
								","Tenanted","1631413520","2","3","8","6","3","3","
							$1,846 psf (Built-up)
								","Pandan Gardens","LEASEHOLD/99 years",NA,NA,"$0",NA,NA,"GROUND",NA,"Private",NA,NA
"143","Pandan Loop","Factory","Buona Vista / West Coast / Clementi New Town","
								$2,100,289","
							1,819 sqft (Built-up)
								","Not tenanted","1632036359","6","3","2","6","1","3","
							$1,155 psf (Built-up)
								","CT Foodchain","LEASEHOLD/99 years","Grade B2",NA,NA,NA,NA,"LOW",NA,NA,NA,"2023"
"144","Pandan Loop","Factory","Buona Vista / West Coast / Clementi New Town","
								$2,442,491","
							3,520 sqft (Built-up)
								","Not tenanted","1632011741","0","3","2","6","1","3","
							$694 psf (Built-up)
								","CT FoodCHAIN","LEASEHOLD/99 years","Factory (all Types)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Pandan Loop","Warehouse","Buona Vista / West Coast / Clementi New Town","
								$2,081,851 (View to Offer)
								","
							1,819 sqft (Built-up)
								","Not tenanted","1631151170","8","3","2","6","1","3","
							$1,145 psf (Built-up)
								","CT FoodCHAIN",NA,"Food And Beverage",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Pandan Loop","Warehouse","Buona Vista / West Coast / Clementi New Town","
								$2,390,000","
							3,520 sqft (Built-up)
								","Not tenanted","1631947180","0","3","2","6","1","3","
							$679 psf (Built-up)
								","CT FoodCHAIN","LEASEHOLD/99 years","Food And Beverage",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Pandan Loop","Warehouse","Buona Vista / West Coast / Clementi New Town","
								$2,450,000","
							3,509 sqft (Built-up)
								","Not tenanted","1631947175","0","3","2","6","1","3","
							$698 psf (Built-up)
								","CT FoodCHAIN","LEASEHOLD/99 years","Food And Beverage",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Pandan Loop","Warehouse","Buona Vista / West Coast / Clementi New Town","
								$5,777,850","
							6,372 sqft (Built-up)
								","Not tenanted","1631947178","0","3","2","6","1","3","
							$907 psf (Built-up)
								","CT FoodCHAIN","LEASEHOLD/99 years","Food And Beverage",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Park Road","Retail","Boat Quay / Raffles Place / Marina","
								$2,850,000","
							452 sqft (Built-up)
								","Tenanted","1632018896","0","3","33","6","3","3","
							$6,305 psf (Built-up)
								","People's Park Complex","LEASEHOLD/99 years","Shop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Pasir Panjang Road","Shop House","Buona Vista / West Coast / Clementi New Town","
								$1,800,000 (Negotiable)
								","
							420 sqft (Built-up)
								","Tenanted","1631933470","0","3","13","0","1","2","
							$4,286 psf (Built-up)
								","Icon @ Pasir Panjang",NA,"Shop",NA,NA,NA,NA,"GROUND",NA,NA,NA,NA
"151","Paya Lebar Road","Factory","Eunos / Geylang / Paya Lebar","
								$1,950,000 (Negotiable)
								","
							1,410 sqft (Built-up)
								","Not tenanted","1632021033","8","3","25","6","3","3","
							$1,383 psf (Built-up)
								","Az @ Paya Lebar","FREEHOLD","Industrial",NA,NA,"2014",NA,NA,"Partially Fitted",NA,NA,NA
"152","Peck Seah Street","Office","Chinatown / Tanjong Pagar","
								$1,350,000 (View to Offer)
								","
							441 sqft (Built-up)
								","Not tenanted","1631878073","8","3","6","3","3","3","
							$3,061 psf (Built-up)
								","PS100","99 Years from 13/04/2011",NA,NA,NA,NA,NA,NA,"Partially Fitted",NA,NA,NA
"153","PECK SEAH STREET","Office","Chinatown / Tanjong Pagar","
								$1,400,000","
							517 sqft (Built-up)
								","Tenanted","1631869260","7","3","6","3","3","3","
							$2,708 psf (Built-up)
								","PS100","LEASEHOLD/99 years","Office",NA,NA,"2016",NA,"MID",NA,NA,NA,NA
"154","Phillips Avenue","Land","Hougang / Punggol / Sengkang","
								$7,900,000","
							8,000 sqft (Land) / 
								","Not tenanted","1630446588","1","3","34","7","3","3","
							$987 psf (Land) /
								","Phillips Avenue",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Playfair Road","Warehouse","Macpherson / Potong Pasir","
								$7,500,000","
							5,242 sqft (Built-up)
								","Not tenanted","1631063302","0","3","25","8","1","3","
							$1,431 psf (Built-up)
								","Dlithium",NA,"Food And Beverage",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Ponggol Seventeenth Avenue","Land","Hougang / Punggol / Sengkang","
								$6,500,000 (View to Offer)
								","
							6,440 sqft (Land) / 
								","Not tenanted","1631673881","3","3","0","5","1","2","
							$1,009 psf (Land) /
								",NA,"FREEHOLD","Land Only",NA,NA,NA,NA,"GROUND",NA,"Private",NA,NA
"157","Race Course Road","Land","Farrer Park / Serangoon Rd","
								$13,000,000 (View to offer)
								","
							2,630 sqft (Built-up)
								","Tenanted","1627373941","0","3","10","7","3","3","
							$4,943 psf (Built-up)
								","Race Course Road","FREEHOLD","Land With Building / En-bloc",NA,"$21,500",NA,NA,NA,"Fully Fitted","Private","12",NA
"158","Robinson Road","Office","Boat Quay / Raffles Place / Marina","
								$3,750,000 (Negotiable)
								","
							1,206 sqft (Built-up)
								","Tenanted","1631860481","3","3","58","2","3","3","
							$3,109 psf (Built-up)
								","Oxley Tower","FREEHOLD","Office","104","$6,300",NA,"Oxley Consortium Pte Ltd",NA,NA,NA,NA,NA
"159","Rochor Canal Road","Retail","Beach Road / Bugis / Rochor","
								$3,800,000","
							700 sqft (Built-up)
								","Tenanted","1631927301","0","3","26","6","3","3","
							$5,429 psf (Built-up)
								","Sim Lim Square",NA,"Shop",NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"160","Sago Street","Shop House","Boat Quay / Raffles Place / Marina","
								$9,000,000","
							3,000 sqft (Built-up)
								","Tenanted","1631869108","0","3","20","3","3","3","
							$3,000 psf (Built-up)
								","Sago Street","FREEHOLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Sallim Road","Land","Eunos / Geylang / Paya Lebar","
								$7,985,000 (Negotiable)
								","
							4,244 sqft (Built-up)
								","Not tenanted","1630294560","0","3","25","7","3","3","
							$1,881 psf (Built-up)
								","Sallim Road","FREEHOLD","Land Only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Sam Leong Road","Retail","Farrer Park / Serangoon Rd","
								$2,600,000 (Negotiable)
								","
							560 sqft (Built-up)
								","Tenanted","1632027721","0","3","16","7","3","3","
							$4,643 psf (Built-up)
								","Trio","FREEHOLD","Restaurant","43","$5,000","2019","Tee Land Limited, KSH Holdings, Heeton Homes, Futuris Holdings Pte Ltd and Zap Piling Pte Ltd","GROUND",NA,NA,NA,NA
"163","Selegie Road","Retail","Beach Road / Bugis / Rochor","
								$858,000 (Negotiable)
								","
							481 sqft (Built-up)
								","Not tenanted","1631930375","0","3","29","5","3","3","
							$1,784 psf (Built-up)
								","Parklane Shopping Mall","LEASEHOLD/99 years",NA,NA,NA,NA,NA,"HIGH","Bare","Private",NA,NA
"164","Sembawang Road","Land","Sembawang / Yishun","
								$4,880,000","
							6,070 sqft (Land) / 
								","Not tenanted","1625042313","2","3","17","6","3","3","
							$803 psf (Land) /
								","Sembawang Springs Estate",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Serangoon North Avenue 1","HDB Shop House","Hougang / Punggol / Sengkang","
								$7,000,000 (Guide Price)
								","
							3,000 sqft (Built-up)
								","Not tenanted","1630501990","0","3","11","6","3","3","
							$2,333 psf (Built-up)
								","Serangoon North Avenue 1","LEASEHOLD/99 years","Hdb Shophouse",NA,NA,NA,NA,"GROUND",NA,"Government","2",NA
"166","Serangoon North Avenue 1","Retail","Hougang / Punggol / Sengkang","
								$1,590,800 (Guide Price)
								","
							517 sqft (Built-up)
								","Not tenanted","1632015952","2","3","15","6","3","3","
							$3,077 psf (Built-up)
								","Affinity at Serangoon","LEASEHOLD/99 years",NA,NA,NA,NA,NA,NA,"Bare","Private",NA,"2022"
"167","Serangoon Road","Office","Farrer Park / Serangoon Rd","
								$1,200,000","
							900 sqft (Built-up)
								","Not tenanted","1631956375","4","3","10","7","3","3","
							$1,333 psf (Built-up)
								","Serangoon Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Serangoon Road","Office","Farrer Park / Serangoon Rd","
								$3,100,000","
							1,012 sqft (Built-up)
								","Not tenanted","1632013419","0","3","16","7","3","3","
							$3,063 psf (Built-up)
								","Centrium Square","Freehold",NA,NA,NA,NA,"Tong Eng Group",NA,NA,NA,NA,NA
"169","Serangoon Road","Shop House","Farrer Park / Serangoon Rd","
								$2,699,999","
							900 sqft (Built-up)
								","Not tenanted","1631843367","4","3","3","7","3","3","
							$3,000 psf (Built-up)
								","Little India Conservation Area",NA,NA,NA,NA,NA,NA,NA,"Fully Fitted","Private",NA,NA
"170","Serangoon Road","Shop House","Farrer Park / Serangoon Rd","
								$6,600,000 (Negotiable)
								","
							1,571 sqft (Built-up)
								","Not tenanted","1631887308","4","3","16","7","3","3","
							$4,201 psf (Built-up)
								","Serangoon Road","999 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Serangoon Road","Shop House","Farrer Park / Serangoon Rd","
								$7,300,000 (Negotiable)
								","
							4,800 sqft (Built-up)
								","Tenanted","1624437440","6","3","16","7","3","3","
							$1,521 psf (Built-up)
								","Serangoon Road","FREEHOLD","Shophouse",NA,"$15,000","2017","Private",NA,"Partially Fitted","Private","4",NA
"172","Serangoon Road","Shop House","Farrer Park / Serangoon Rd","
								$8,000,000 (Offer in Excess)
								","
							1,562 sqft (Built-up)
								","Not tenanted","1631843367","3","3","15","5","3","3","
							$5,122 psf (Built-up)
								","Serangoon Road","999 years","Shophouse",NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"173","Shenton Way","Office","Boat Quay / Raffles Place / Marina","
								$1,100,000 (Negotiable)
								","
							441 sqft (Built-up)
								","Not tenanted","1631871452","3","3","62","2","3","3","
							$2,494 psf (Built-up)
								","Shenton House","99 Years from 02/06/1969","Grade A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Shrewsbury Road","Land","Newton / Novena","
								$5,000,000","
							3,783 sqft (Land) / 
								","Not tenanted","1629515063","0","3","6","7","3","3","
							$1,321 psf (Land) /
								","Shrewsbury Road",NA,"Land Only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Siglap Drive","Land","East Coast / Marine Parade","
								$4,000,000 (Negotiable)
								","
							1,889 sqft (Built-up)
								","Not tenanted","1630317915","2","3","3","7","3","3","
							$2,118 psf (Built-up)
								",NA,"FREEHOLD","Land Only",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Siglap Road","Land","East Coast / Marine Parade","
								$5,508,888 (Negotiable)
								","
							3,406 sqft (Land) / 
								","Not tenanted","1631588798","0","3","6","7","3","3","
							$1,617 psf (Land) /
								","Frankel Estate","FREEHOLD","Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Sin Ming Road","Shop House","Ang Mo Kio / Bishan / Thomson","
								$1,600,000","
							1,507 sqft (Built-up)
								","Not tenanted","1631964298","2","3","4","9","3","3","
							$1,062 psf (Built-up)
								","Sin Ming Centre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Sinaran Drive","Retail","Newton / Novena","
								$4,116,000","
							840 sqft (Built-up)
								","Not tenanted","1632011380","0","3","14","8","3","3","
							$4,900 psf (Built-up)
								","Square 2/novena Medical Center","99 Years from 28/08/2002","Medical",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Soon Lee Street","Factory","Boon Lay / Jurong / Tuas","
								$538,000 (Negotiable)
								","
							1,485 sqft (Built-up)
								","Not tenanted","1632016183","3","3","14","7","3","3","
							$362 psf (Built-up)
								","Pioneer Centre","LEASEHOLD/99 years","Factory (all Types)",NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"180","South Buona Vista Road","Land","Buona Vista / West Coast / Clementi New Town","
								$3,008,000","
							2,067 sqft (Land) / 
								","Not tenanted","1631276216","2","3","0","0","3","3","
							$1,455 psf (Land) /
								","Kent Ridge Hill Residences","LEASEHOLD/99 years","Land With Building / En-bloc",NA,NA,NA,"Oxley Holdings Limited",NA,NA,NA,NA,NA
"181","Sunrise Terrace","Land","Seletar / Yio Chu Kang","
								$2,227,850","
							2,756 sqft (Land) / 
								","Not tenanted","1630446635","5","1","0","3","1","2","
							$808 psf (Land) /
								","Alana","LEASEHOLD/103 years","Land With Building / En-bloc",NA,NA,NA,"Far East Organization",NA,NA,NA,NA,NA
"182","Swanage Road","Land","East Coast / Marine Parade","
								$7,985,000 (View to Offer)
								","
							6,923 sqft (Land) / 
								6,923 sqft (Built-up)
								","Not tenanted","1630759836","4","3","25","7","3","3","
							$1,153 psf (Land) /
								$1,153 psf (Built-up)
								","Swanage Road",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Tagore Lane","Warehouse","Mandai / Upper Thomson","
								$1,150,000","
							2,120 sqft (Built-up)
								","Not tenanted","1631814569","4","3","0","7","0","2","
							$542 psf (Built-up)
								","Liberty Warehouse","Freehold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Tagore Lane","Warehouse","Mandai / Upper Thomson","
								$1,168,000","
							2,120 sqft (Built-up)
								","Not tenanted","1631515564","0","3","0","7","0","2","
							$551 psf (Built-up)
								","Liberty Warehouse","Freehold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Tanglin Road","Retail","Tanglin / Holland / Bukit Timah","
								$2,500,000","
							495 sqft (Built-up)
								","Tenanted","1632016862","0","3","27","8","3","3","
							$5,051 psf (Built-up)
								","Tanglin Shopping Centre","FREEHOLD","Mall",NA,"$1,800","1965",NA,"LOW",NA,NA,NA,NA
"186","Tanjong Katong Road","Land","East Coast / Marine Parade","
								$3,100,000","
							2,300 sqft (Land) / 
								","Not tenanted","1622696174","3","3","20","7","3","3","
							$1,347 psf (Land) /
								","Tanjong Katong Road",NA,"Land With Building / En-bloc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Tanjong Pagar Plaza","HDB Shop House","Chinatown / Tanjong Pagar","
								$1,850,000 (Negotiable)
								","
							775 sqft (Built-up)
								","Not tenanted","1631589400","0","3","6","3","3","3","
							$2,387 psf (Built-up)
								","Tanjong Pagar Plaza","LEASEHOLD/99 years",NA,NA,NA,"1979",NA,"GROUND","Fully Fitted","Private",NA,NA
"188","Telok Ayer Street","Shop House","Boat Quay / Raffles Place / Marina","
								$16,000,000","
							1,170 sqft (Built-up)
								","Not tenanted","1631927433","0","3","2","3","3","3","
							$13,675 psf (Built-up)
								","Telok Ayer Street",NA,NA,NA,NA,NA,NA,NA,"Partially Fitted",NA,NA,NA
"189","Telok Blangah Drive","Office","Sentosa / Harbourfront","
								$1,580,000","
							1,442 sqft (Built-up)
								","Tenanted","1632027609","0","3","5","6","3","3","
							$1,096 psf (Built-up)
								","65 Telok Blangah Drive",NA,"Office",NA,NA,NA,NA,"GROUND",NA,NA,NA,NA
"190","Telok Blangah Rise","Shop House","Sentosa / Harbourfront","
								$1,580,000 (Negotiable)
								","
							1,485 sqft (Built-up)
								","Not tenanted","1631870411","0","3","11","6","3","3","
							$1,064 psf (Built-up)
								","Telok Blangah Rise","LEASEHOLD/99 years",NA,NA,NA,NA,"HDB",NA,NA,NA,NA,NA
"191","Temasek Boulevard","Office","Boat Quay / Raffles Place / Marina","
								$12,500,000","
							3,638 sqft (Built-up)
								","Not tenanted","1632014589","8","3","18","4","3","3","
							$3,436 psf (Built-up)
								","Suntec City","99 Years from 01/03/1989",NA,NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"192","Temasek Boulevard","Office","Boat Quay / Raffles Place / Marina","
								$16,980,805 (Guide price)
								","
							5,683 sqft (Built-up)
								","Tenanted","1631936318","4","3","18","4","3","3","
							$2,988 psf (Built-up)
								","Suntec City","LEASEHOLD/99 years","Grade A",NA,"$0","1997",NA,"HIGH",NA,"Private",NA,NA
"193","Temasek Boulevard","Office","Boat Quay / Raffles Place / Marina","
								$38,168,000 (Negotiable)
								","
							11,744 sqft (Built-up)
								","Tenanted","1631863729","6","3","12","4","3","3","
							$3,250 psf (Built-up)
								","Suntec City","LEASEHOLD/99 years","Grade A",NA,"$0",NA,NA,"HIGH","Fully Fitted","Private","4",NA
"194","Temasek Boulevard","Office","Boat Quay / Raffles Place / Marina","
								$43,808,000 (Guide price)
								","
							11,840 sqft (Built-up)
								","Tenanted","1631938430","2","3","18","4","3","3","
							$3,700 psf (Built-up)
								","Suntec City","LEASEHOLD/99 years",NA,NA,"$0","1989",NA,NA,"Bare","Private",NA,NA
"195","Teo Hong Road","Shop House","Chinatown / Tanjong Pagar","
								$14,980,000 (Negotiable)
								","
							4,020 sqft (Built-up)
								","Not tenanted","1631860481","4","3","11","4","3","3","
							$3,726 psf (Built-up)
								","Bukit Pasoh Conservation Area",NA,"Shophouse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Tessensohn Road","Shop House","Farrer Park / Serangoon Rd","
								$2,171,000 (Negotiable)
								","
							700 sqft (Built-up)
								","Not tenanted","1631843367","3","3","20","6","3","3","
							$3,101 psf (Built-up)
								","Tessensohn Road","FREEHOLD","Shophouse",NA,NA,NA,NA,NA,"Bare",NA,NA,NA
"197","Tessensohn Road","Shop House","Farrer Park / Serangoon Rd","
								$5,400,000 (Offer in Excess)
								","
							4,500 sqft (Built-up)
								","Not tenanted","1631843367","9","3","20","6","3","3","
							$1,200 psf (Built-up)
								","Race Course Rd/Owen Road Conservation Area","FREEHOLD","Shophouse",NA,NA,NA,NA,NA,"Fully Fitted","Private",NA,NA
"198","Third Lok Yang Road","Factory","Boon Lay / Jurong / Tuas","
								$7,200,000","
							44,681 sqft (Built-up)
								","Tenanted","1631959331","10","2","3","5","2","1","
							$161 psf (Built-up)
								","Third Lok Yang Road",NA,"Factory (all Types)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Toa Payoh Central","Shop House","Balestier / Toa Payoh","
								$3,800,000 (Negotiable)
								","
							1,238 sqft (Built-up)
								","Not tenanted","1631969163","3","3","29","7","3","3","
							$3,069 psf (Built-up)
								","Toa Payoh Central","LEASEHOLD/99 years","Shophouse",NA,NA,NA,NA,"GROUND","Fully Fitted","Private","2",NA
"200","Toa Payoh Central","Shop House","Balestier / Toa Payoh","
								$6,900,000 (Negotiable)
								","
							1,345 sqft (Built-up)
								","Not tenanted","1631810725","0","3","13","7","3","3","
							$5,130 psf (Built-up)
								","Toa Payoh Central","LEASEHOLD/99 years","Shophouse",NA,NA,NA,NA,NA,NA,"Private",NA,NA
"201","Toh Guan Road East","Warehouse","Boon Lay / Jurong / Tuas","
								$790,000 (View to Offer)
								","
							1,970 sqft (Built-up)
								","Tenanted","1630727887","9","3","8","6","3","3","
							$401 psf (Built-up)
								","Alpha Industrial Building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Toh Guan Road East","Warehouse","Boon Lay / Jurong / Tuas","
								$920,000","
							2,000 sqft (Built-up)
								","Not tenanted","1631271879","0","3","8","6","3","3","
							$460 psf (Built-up)
								","Enterprise Hub","60 Years from 01/12/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Tuas Avenue 1","Warehouse","Boon Lay / Jurong / Tuas","
								$10,500,000 (Negotiable)
								","
							49,675 sqft (Built-up)
								","Not tenanted","1631639138","7","2","3","0","0","0","
							$211 psf (Built-up)
								","Tuas Avenue 1","LEASEHOLD/60 years",NA,NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"204","Tuas South Avenue 1","Factory","Boon Lay / Jurong / Tuas","
								$1,850,000 (Negotiable)
								","
							6,243 sqft (Built-up)
								","Not tenanted","1632009236","2","1","4","0","0","0","
							$296 psf (Built-up)
								","Tuas Cove Industrial Centre","LEASEHOLD/60 years","Factory (all Types)",NA,NA,NA,NA,NA,"Partially Fitted",NA,NA,NA
"205","Tuas South Avenue 3","Factory","Boon Lay / Jurong / Tuas","
								$1,100,000 (View To Offer)
								","
							3,100 sqft (Built-up)
								","Not tenanted","1632007207","0","0","2","0","0","0","
							$355 psf (Built-up)
								","The Index","LEASEHOLD/30 years","Factory (all Types)",NA,NA,NA,"Far East Organization",NA,"Bare",NA,NA,NA
"206","Tuas South Avenue 3","Warehouse","Boon Lay / Jurong / Tuas","
								$3,278,598 (View to Offer)
								","
							4,682 sqft (Built-up)
								","Not tenanted","1631869150","0","0","2","0","0","0","
							$700 psf (Built-up)
								","The Index",NA,"Food And Beverage",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Tuas South Avenue 6","Warehouse","Boon Lay / Jurong / Tuas","
								$760,000","
							3,079 sqft (Built-up)
								","Tenanted","1630682227","4","0","2","0","0","0","
							$247 psf (Built-up)
								","The Westcom","60 years from 09/07/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Tuas South Avenue 6","Warehouse","Boon Lay / Jurong / Tuas","
								$928,000 (Negotiable)
								","
							2,152 sqft (Built-up)
								","Tenanted","1631717633","1","0","2","0","0","0","
							$431 psf (Built-up)
								","The Westcom","60 years from 09/07/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Tuas South Link 1","Factory","Boon Lay / Jurong / Tuas","
								$1,168,712","
							2,519 sqft (Built-up)
								","Not tenanted","1631963073","0","0","0","0","0","0","
							$464 psf (Built-up)
								","Shine@tuas South","30 years from 06/01/2015","Factory (all Types)","179",NA,"2018","BEACON PROPERTIES PTE LTD",NA,NA,NA,NA,NA
"210","Tuas View Place","Warehouse","Boon Lay / Jurong / Tuas","
								$122,000,000 (Negotiable)
								","
							327,433 sqft (Built-up)
								","Tenanted","1631021321","5","0","2","0","0","0","
							$373 psf (Built-up)
								","Tuas View Place","LEASEHOLD/30 years","Factory / Workshop (b2)",NA,"$0","1995",NA,"GROUND","Fully Fitted",NA,NA,NA
"211","Tyrwhitt Road","Retail","Farrer Park / Serangoon Rd","
								$7,800,000 (Negotiable)
								","
							5,600 sqft (Built-up)
								","Not tenanted","1632053600","3","3","16","7","3","3","
							$1,393 psf (Built-up)
								","Tyrwhitt Road","FREEHOLD",NA,NA,NA,NA,NA,NA,"Partially Fitted",NA,NA,NA
"212","Ubi Avenue 1","Factory","Eunos / Geylang / Paya Lebar","
								$1,480,000 (Negotiable)
								","
							3,121 sqft (Built-up)
								","Tenanted","1631970606","0","3","6","6","3","3","
							$474 psf (Built-up)
								","Paya Ubi Industrial Park","60 Years from 10/03/1997","Grade B1",NA,"$5,000",NA,NA,"MID",NA,NA,NA,NA
"213","Ubi Avenue 1","Shop House","Eunos / Geylang / Paya Lebar","
								$1,200,000","
							248 sqft (Built-up)
								","Not tenanted","1632023101","3","3","17","6","3","3","
							$4,839 psf (Built-up)
								","Ubi Avenue 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Ubi Avenue 4","Factory","Eunos / Geylang / Paya Lebar","
								$780,000 (Starting From)
								","
							1,302 sqft (Built-up)
								","Not tenanted","1631612339","4","3","9","8","2","3","
							$599 psf (Built-up)
								","UB. One","LEASEHOLD/60 years","Industrial",NA,NA,NA,NA,NA,"Fully Fitted",NA,NA,NA
"215","Ubi Avenue 4","Warehouse","Eunos / Geylang / Paya Lebar","
								$2,600,000 (Negotiable)
								","
							7,675 sqft (Built-up)
								","Tenanted","1631175820","12","3","6","7","2","3","
							$339 psf (Built-up)
								","Pan Malayan Warehouse","LEASEHOLD/60 years","Factory / Workshop (b2)",NA,"$0","1982",NA,"GROUND","Partially Fitted","Private","5",NA
"216","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$1,035,000","
							2,300 sqft (Built-up)
								","Not tenanted","1631957425","1","3","6","6","3","3","
							$450 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,NA,"1960","Ubi",NA,NA,NA,NA,NA
"217","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$1,055,000","
							2,300 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$459 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$2,600,000","
							5,748 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$452 psf (Built-up)
								","Ubi Techpark","60 Years from 05/07/1997","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$3,330,000 (Negotiable)
								","
							7,900 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$422 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$3,700,000","
							9,000 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$411 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$4,800,000 (Negotiable)
								","
							11,100 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$432 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$5,500,000","
							99,120 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$55 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$5,500,000 (Negotiable)
								","
							11,000 sqft (Built-up)
								","Not tenanted","1632056166","0","3","6","6","3","3","
							$500 psf (Built-up)
								","Ubi Techpark","60 Years from 05/07/1997","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$5,950,000 (Negotiable)
								","
							11,300 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$527 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$725,000","
							1,400 sqft (Built-up)
								","Tenanted","1631957425","0","3","6","6","3","3","
							$518 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,"$0",NA,NA,NA,NA,NA,NA,NA
"226","Ubi Crescent","Factory","Eunos / Geylang / Paya Lebar","
								$855,000 (Negotiable)
								","
							1,970 sqft (Built-up)
								","Not tenanted","1631957425","0","3","6","6","3","3","
							$434 psf (Built-up)
								","Ubi Techpark","LEASEHOLD/99 years","Industrial",NA,NA,NA,NA,NA,NA,NA,NA,NA
